Body,Head
?a wasBornIn ?c   ?c isLocatedIn ?b,?a isLeaderOf ?b
?a hasChild ?c   ?c isPoliticianOf ?b,?a isPoliticianOf ?b
?a hasChild ?c   ?c isAffiliatedTo ?b,?a isLeaderOf ?b
?c hasChild ?a   ?c isLeaderOf ?b,?a isLeaderOf ?b
?c dealsWith ?a   ?c participatedIn ?b,?a participatedIn ?b
?c influences ?a   ?c influences ?b,?a influences ?b
?a directed ?c   ?c isLocatedIn ?b,?a isCitizenOf ?b
?a influences ?b,?a isMarriedTo ?b
?a hasChild ?c   ?c hasGender ?b,?a hasGender ?b
?a playsFor ?c   ?b owns ?c,?a diedIn ?b
?c hasChild ?a   ?c hasGender ?b,?a hasGender ?b
?c isConnectedTo ?a   ?b isConnectedTo ?c,?a isLocatedIn ?b
?b isInterestedIn ?a,?a influences ?b
?c graduatedFrom ?a   ?c wasBornIn ?b,?a isLocatedIn ?b
?a participatedIn ?c   ?c happenedIn ?b,?a hasCapital ?b
?c hasNeighbor ?a   ?b dealsWith ?c,?a hasNeighbor ?b
?a participatedIn ?c   ?c happenedIn ?b,?a isLocatedIn ?b
?c isInterestedIn ?a   ?b influences ?c,?a influences ?b
?c isConnectedTo ?a   ?c isConnectedTo ?b,?a isConnectedTo ?b
?a isLocatedIn ?b,?a hasCapital ?b
?a owns ?c   ?b owns ?c,?a owns ?b
?c diedIn ?a   ?c isPoliticianOf ?b,?a isLocatedIn ?b
?c dealsWith ?a   ?c imports ?b,?a imports ?b
?c directed ?a   ?c wasBornIn ?b,?a isLocatedIn ?b
?a isInterestedIn ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?c hasChild ?a   ?c wroteMusicFor ?b,?a created ?b
?a isLocatedIn ?c   ?b dealsWith ?c,?a isLocatedIn ?b
?a isKnownFor ?c   ?c influences ?b,?a influences ?b
?c influences ?a   ?c created ?b,?a isCitizenOf ?b
?a hasChild ?c   ?c isPoliticianOf ?b,?a livesIn ?b
?a influences ?c   ?c isInterestedIn ?b,?a influences ?b
?a isPoliticianOf ?c   ?c hasCapital ?b,?a wasBornIn ?b
?c isMarriedTo ?a   ?b isMarriedTo ?c,?a hasChild ?b
?c isMarriedTo ?a   ?c actedIn ?b,?a directed ?b
?a livesIn ?b,?a isCitizenOf ?b
?a diedIn ?b,?a livesIn ?b
?a diedIn ?c   ?c isLocatedIn ?b,?a isPoliticianOf ?b
?c hasChild ?a   ?c owns ?b,?a owns ?b
?a influences ?c   ?c hasMusicalRole ?b,?a hasMusicalRole ?b
?c owns ?a   ?c owns ?b,?a isConnectedTo ?b
?c hasAcademicAdvisor ?a   ?c wasBornIn ?b,?a diedIn ?b
?c hasAcademicAdvisor ?a   ?c graduatedFrom ?b,?a worksAt ?b
?a dealsWith ?c   ?b dealsWith ?c,?a dealsWith ?b
?a hasNeighbor ?c   ?b happenedIn ?c,?a participatedIn ?b
?a isCitizenOf ?c   ?b isLocatedIn ?c,?a actedIn ?b
?a diedIn ?c   ?b dealsWith ?c,?a isPoliticianOf ?b
?c dealsWith ?a   ?c owns ?b,?a owns ?b
?c influences ?a   ?c isCitizenOf ?b,?a isPoliticianOf ?b
?c isLocatedIn ?a   ?b hasCapital ?c,?a isLocatedIn ?b
?a hasOfficialLanguage ?c   ?b hasOfficialLanguage ?c,?a hasNeighbor ?b
?a isPoliticianOf ?c   ?b isLocatedIn ?c,?a livesIn ?b
?c isLocatedIn ?a   ?b owns ?c,?a hasCapital ?b
?a isLocatedIn ?c   ?b isConnectedTo ?c,?a isLocatedIn ?b
?c participatedIn ?a   ?b hasNeighbor ?c,?a isLocatedIn ?b
?c hasNeighbor ?a   ?b hasNeighbor ?c,?a dealsWith ?b
?c isKnownFor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a isLocatedIn ?c   ?c hasCapital ?b,?a hasCapital ?b
?c hasChild ?a   ?c graduatedFrom ?b,?a worksAt ?b
?a isMarriedTo ?c   ?c wroteMusicFor ?b,?a actedIn ?b
?b isKnownFor ?a,?a influences ?b
?a influences ?c   ?c created ?b,?a actedIn ?b
?a isConnectedTo ?c   ?c isLocatedIn ?b,?a isLocatedIn ?b
?c isAffiliatedTo ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a livesIn ?c   ?c isLocatedIn ?b,?a isLeaderOf ?b
?c isAffiliatedTo ?a   ?c livesIn ?b,?a isLocatedIn ?b
?a happenedIn ?c   ?c isLocatedIn ?b,?a happenedIn ?b
?c participatedIn ?a   ?b happenedIn ?c,?a participatedIn ?b
?a hasChild ?c   ?c graduatedFrom ?b,?a graduatedFrom ?b
?a hasCapital ?c   ?b isLocatedIn ?c,?a isLocatedIn ?b
?c hasNeighbor ?a   ?c imports ?b,?a exports ?b
?a isLocatedIn ?c   ?c isLocatedIn ?b,?a happenedIn ?b
?c isLeaderOf ?a   ?c isCitizenOf ?b,?a isLocatedIn ?b
?c owns ?a   ?c created ?b,?a created ?b
?a hasAcademicAdvisor ?c   ?c hasGender ?b,?a hasGender ?b
?c isMarriedTo ?a   ?c isAffiliatedTo ?b,?a isLeaderOf ?b
?c isMarriedTo ?a   ?c wasBornIn ?b,?a livesIn ?b
?c influences ?a   ?c worksAt ?b,?a graduatedFrom ?b
?b isLocatedIn ?a,?a hasCapital ?b
?c hasChild ?a   ?c isLeaderOf ?b,?a isPoliticianOf ?b
?c hasAcademicAdvisor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a influences ?c   ?c isCitizenOf ?b,?a isCitizenOf ?b
?c hasChild ?a   ?c wasBornIn ?b,?a wasBornIn ?b
?a hasAcademicAdvisor ?c   ?c hasWonPrize ?b,?a hasWonPrize ?b
?a isCitizenOf ?b,?a livesIn ?b
?a created ?c   ?c isLocatedIn ?b,?a isCitizenOf ?b
?b owns ?a,?a isLocatedIn ?b
?c hasChild ?a   ?c hasMusicalRole ?b,?a hasMusicalRole ?b
?a hasNeighbor ?c   ?b hasNeighbor ?c,?a hasNeighbor ?b
?a isLeaderOf ?b,?a isCitizenOf ?b
?c isLeaderOf ?a   ?c isPoliticianOf ?b,?a isLocatedIn ?b
?c worksAt ?a   ?c diedIn ?b,?a isLocatedIn ?b
?a owns ?c   ?c isLocatedIn ?b,?a isLocatedIn ?b
?c playsFor ?a   ?c wasBornIn ?b,?a owns ?b
?a dealsWith ?c   ?b happenedIn ?c,?a participatedIn ?b
?a wasBornIn ?b,?a isLeaderOf ?b
?a wasBornIn ?c   ?b owns ?c,?a isAffiliatedTo ?b
?a isMarriedTo ?b,?a hasChild ?b
?a created ?b,?a wroteMusicFor ?b
?c influences ?a   ?c hasMusicalRole ?b,?a hasMusicalRole ?b
?a playsFor ?c   ?b owns ?c,?a wasBornIn ?b
?c created ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?c happenedIn ?a   ?c happenedIn ?b,?a hasNeighbor ?b
?a actedIn ?c   ?c isLocatedIn ?b,?a diedIn ?b
?a isLocatedIn ?c   ?c hasNeighbor ?b,?a isLocatedIn ?b
?a isMarriedTo ?c   ?c hasChild ?b,?a hasChild ?b
?a created ?c   ?c isLocatedIn ?b,?a isLocatedIn ?b
?c isMarriedTo ?a   ?b hasChild ?c,?a hasChild ?b
?a dealsWith ?c   ?b dealsWith ?c,?a isLocatedIn ?b
?a directed ?c   ?b created ?c,?a isMarriedTo ?b
?c participatedIn ?a   ?c hasCapital ?b,?a happenedIn ?b
?a wasBornIn ?b,?a diedIn ?b
?a influences ?c   ?c isInterestedIn ?b,?a isInterestedIn ?b
?c isInterestedIn ?a   ?c isInterestedIn ?b,?a influences ?b
?c hasChild ?a   ?c actedIn ?b,?a actedIn ?b
?b isConnectedTo ?a,?a isConnectedTo ?b
?a playsFor ?c   ?c isLocatedIn ?b,?a wasBornIn ?b
?a influences ?c   ?c wasBornIn ?b,?a wasBornIn ?b
?c isLeaderOf ?a   ?c wasBornIn ?b,?a isLocatedIn ?b
?a wroteMusicFor ?c   ?c isLocatedIn ?b,?a wasBornIn ?b
?a isKnownFor ?b,?a influences ?b
?c isLocatedIn ?a   ?c isLocatedIn ?b,?a isLocatedIn ?b
?c isLeaderOf ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?c isMarriedTo ?a   ?c directed ?b,?a wroteMusicFor ?b
?c isMarriedTo ?a   ?c created ?b,?a wroteMusicFor ?b
?a dealsWith ?c   ?c isLocatedIn ?b,?a isLocatedIn ?b
?a hasChild ?c   ?c directed ?b,?a wroteMusicFor ?b
?a happenedIn ?c   ?b isLocatedIn ?c,?a isLocatedIn ?b
?c isKnownFor ?a   ?c isKnownFor ?b,?a influences ?b
?a hasNeighbor ?c   ?c dealsWith ?b,?a hasNeighbor ?b
?c graduatedFrom ?a   ?c isCitizenOf ?b,?a isLocatedIn ?b
?c influences ?a   ?c worksAt ?b,?a worksAt ?b
?c dealsWith ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?c hasChild ?a   ?c isAffiliatedTo ?b,?a isLeaderOf ?b
?a owns ?b,?a created ?b
?a actedIn ?c   ?b directed ?c,?a isMarriedTo ?b
?a isAffiliatedTo ?c   ?c isLocatedIn ?b,?a isCitizenOf ?b
?a hasWonPrize ?c   ?b hasWonPrize ?c,?a influences ?b
?a influences ?c   ?b isMarriedTo ?c,?a influences ?b
?a isMarriedTo ?c   ?c livesIn ?b,?a diedIn ?b
?a hasChild ?c   ?b isMarriedTo ?c,?a hasChild ?b
?a created ?c   ?b isAffiliatedTo ?c,?a hasChild ?b
?b isLocatedIn ?a,?a isLocatedIn ?b
?a isMarriedTo ?c   ?c directed ?b,?a actedIn ?b
?a isLocatedIn ?c   ?b happenedIn ?c,?a participatedIn ?b
?c livesIn ?a   ?c isCitizenOf ?b,?a isLocatedIn ?b
?a isMarriedTo ?c   ?c isPoliticianOf ?b,?a isCitizenOf ?b
?c owns ?a   ?c owns ?b,?a isLocatedIn ?b
?a owns ?b,?a isLocatedIn ?b
?c wroteMusicFor ?a   ?c wasBornIn ?b,?a isLocatedIn ?b
?a hasChild ?c   ?c hasChild ?b,?a isMarriedTo ?b
?a isCitizenOf ?c   ?b isLocatedIn ?c,?a livesIn ?b
?b owns ?a,?a owns ?b
?c hasChild ?a   ?b isMarriedTo ?c,?a isMarriedTo ?b
?a dealsWith ?c   ?c hasNeighbor ?b,?a dealsWith ?b
?c dealsWith ?a   ?c hasNeighbor ?b,?a hasNeighbor ?b
?a wroteMusicFor ?b,?a directed ?b
?b isMarriedTo ?a,?a hasChild ?b
?c isMarriedTo ?a   ?c wasBornIn ?b,?a diedIn ?b
?c participatedIn ?a   ?c dealsWith ?b,?a isLocatedIn ?b
?a isAffiliatedTo ?c   ?b owns ?c,?a wasBornIn ?b
?a imports ?c   ?b imports ?c,?a hasNeighbor ?b
?a isAffiliatedTo ?c   ?c isLocatedIn ?b,?a livesIn ?b
?a hasCapital ?c   ?b hasCapital ?c,?a dealsWith ?b
?b hasNeighbor ?a,?a dealsWith ?b
?a influences ?c   ?c graduatedFrom ?b,?a worksAt ?b
?a isPoliticianOf ?c   ?b livesIn ?c,?a hasChild ?b
?a hasChild ?c   ?c isAffiliatedTo ?b,?a isAffiliatedTo ?b
?a happenedIn ?c   ?b hasCapital ?c,?a happenedIn ?b
?c hasAcademicAdvisor ?a   ?c influences ?b,?a influences ?b
?a livesIn ?c   ?c isLocatedIn ?b,?a diedIn ?b
?a hasNeighbor ?c   ?b isLocatedIn ?c,?a participatedIn ?b
?a isMarriedTo ?c   ?c directed ?b,?a created ?b
?c participatedIn ?a   ?c dealsWith ?b,?a happenedIn ?b
?c hasAcademicAdvisor ?a   ?c livesIn ?b,?a diedIn ?b
?a happenedIn ?c   ?c hasNeighbor ?b,?a isLocatedIn ?b
?a hasAcademicAdvisor ?c   ?c worksAt ?b,?a worksAt ?b
?a isMarriedTo ?c   ?c actedIn ?b,?a created ?b
?c isMarriedTo ?a   ?c created ?b,?a directed ?b
?a owns ?b,?a isAffiliatedTo ?b
?c hasChild ?a   ?c isPoliticianOf ?b,?a wasBornIn ?b
?a happenedIn ?b,?a isLocatedIn ?b
?a isConnectedTo ?c   ?b isLocatedIn ?c,?a isConnectedTo ?b
?a isLeaderOf ?b,?a isPoliticianOf ?b
?a owns ?c   ?b isConnectedTo ?c,?a owns ?b
?a hasChild ?c   ?c isPoliticianOf ?b,?a isCitizenOf ?b
?a dealsWith ?c   ?c dealsWith ?b,?a hasNeighbor ?b
?c isMarriedTo ?a   ?b isMarriedTo ?c,?a isMarriedTo ?b
?a happenedIn ?c   ?c dealsWith ?b,?a happenedIn ?b
?a created ?c   ?c isLocatedIn ?b,?a diedIn ?b
?c influences ?a   ?c livesIn ?b,?a isCitizenOf ?b
?a created ?c   ?c influences ?b,?a influences ?b
?c isMarriedTo ?a   ?c diedIn ?b,?a wasBornIn ?b
?b isMarriedTo ?a,?a isMarriedTo ?b
?c happenedIn ?a   ?b participatedIn ?c,?a hasNeighbor ?b
?c influences ?a   ?c created ?b,?a created ?b
?a isPoliticianOf ?b,?a livesIn ?b
?c isLocatedIn ?a   ?b isLocatedIn ?c,?a owns ?b
?a graduatedFrom ?c   ?c isLocatedIn ?b,?a wasBornIn ?b
?a isConnectedTo ?c   ?c isConnectedTo ?b,?a isConnectedTo ?b
?a isCitizenOf ?c   ?c hasNeighbor ?b,?a isCitizenOf ?b
?a isLocatedIn ?c   ?b hasNeighbor ?c,?a happenedIn ?b
?a isCitizenOf ?c   ?c hasCapital ?b,?a livesIn ?b
?a isCitizenOf ?c   ?b isCitizenOf ?c,?a influences ?b
?a isMarriedTo ?c   ?c created ?b,?a actedIn ?b
?a actedIn ?c   ?c isLocatedIn ?b,?a isCitizenOf ?b
?a isPoliticianOf ?c   ?b isLocatedIn ?c,?a graduatedFrom ?b
?c happenedIn ?a   ?c isLocatedIn ?b,?a hasCapital ?b
?c isAffiliatedTo ?a   ?c diedIn ?b,?a isLocatedIn ?b
?a created ?b,?a directed ?b
?c livesIn ?a   ?c diedIn ?b,?a isLocatedIn ?b
?a livesIn ?c   ?c dealsWith ?b,?a isCitizenOf ?b
?c participatedIn ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a graduatedFrom ?c   ?b graduatedFrom ?c,?a isMarriedTo ?b
?c hasAcademicAdvisor ?a   ?c worksAt ?b,?a graduatedFrom ?b
?a worksAt ?c   ?c isLocatedIn ?b,?a diedIn ?b
?a hasNeighbor ?c   ?c exports ?b,?a exports ?b
?a isMarriedTo ?c   ?c hasGender ?b,?a hasGender ?b
?a isMarriedTo ?c   ?c directed ?b,?a edited ?b
?a influences ?c   ?c hasAcademicAdvisor ?b,?a influences ?b
?a hasNeighbor ?b,?a dealsWith ?b
?a isMarriedTo ?c   ?b isMarriedTo ?c,?a hasChild ?b
?a hasWonPrize ?c   ?b hasWonPrize ?c,?a hasChild ?b
?a isCitizenOf ?c   ?b isCitizenOf ?c,?a hasChild ?b
?c hasChild ?a   ?c wasBornIn ?b,?a diedIn ?b
?a isKnownFor ?c   ?b isInterestedIn ?c,?a influences ?b
?a graduatedFrom ?c   ?c isLocatedIn ?b,?a isPoliticianOf ?b
?a isLocatedIn ?c   ?c participatedIn ?b,?a participatedIn ?b
?a isKnownFor ?b,?a isInterestedIn ?b
?a isMarriedTo ?c   ?c diedIn ?b,?a wasBornIn ?b
?a livesIn ?c   ?c hasCapital ?b,?a livesIn ?b
?c isPoliticianOf ?a   ?c isPoliticianOf ?b,?a hasCapital ?b
?a dealsWith ?c   ?c imports ?b,?a imports ?b
?c dealsWith ?a   ?c dealsWith ?b,?a isLocatedIn ?b
?c isMarriedTo ?a   ?c wroteMusicFor ?b,?a actedIn ?b
?a created ?c   ?c isCitizenOf ?b,?a livesIn ?b
?c owns ?a   ?c owns ?b,?a owns ?b
?c hasChild ?a   ?c graduatedFrom ?b,?a graduatedFrom ?b
?a hasWonPrize ?c   ?b hasWonPrize ?c,?a isMarriedTo ?b
?a diedIn ?c   ?c isLocatedIn ?b,?a livesIn ?b
?a isMarriedTo ?c   ?b isMarriedTo ?c,?a isMarriedTo ?b
?c graduatedFrom ?a   ?c isLeaderOf ?b,?a isLocatedIn ?b
?a diedIn ?c   ?b wasBornIn ?c,?a hasChild ?b
?a isLocatedIn ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?c actedIn ?a   ?c isPoliticianOf ?b,?a isLocatedIn ?b
?a isCitizenOf ?c   ?b isLocatedIn ?c,?a worksAt ?b
?c isConnectedTo ?a   ?b owns ?c,?a isConnectedTo ?b
?a edited ?b,?a actedIn ?b
?a hasNeighbor ?c   ?c hasOfficialLanguage ?b,?a hasOfficialLanguage ?b
?a isCitizenOf ?b,?a isLeaderOf ?b
?a isPoliticianOf ?c   ?b isCitizenOf ?c,?a hasChild ?b
?a isLeaderOf ?c   ?c isLocatedIn ?b,?a isPoliticianOf ?b
?a isMarriedTo ?c   ?c isAffiliatedTo ?b,?a isAffiliatedTo ?b
?a happenedIn ?c   ?b hasCapital ?c,?a isLocatedIn ?b
?a isLeaderOf ?c   ?c isLocatedIn ?b,?a isLeaderOf ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a influences ?b
?a isMarriedTo ?c   ?c hasWonPrize ?b,?a hasWonPrize ?b
?c isCitizenOf ?a   ?c isCitizenOf ?b,?a isLocatedIn ?b
?a isPoliticianOf ?c   ?b isLocatedIn ?c,?a wasBornIn ?b
?c participatedIn ?a   ?c isPoliticianOf ?b,?a happenedIn ?b
?c isLocatedIn ?a   ?c happenedIn ?b,?a isLocatedIn ?b
?c owns ?a   ?b hasCapital ?c,?a isLocatedIn ?b
?c hasNeighbor ?a   ?b hasNeighbor ?c,?a hasNeighbor ?b
?c influences ?a   ?c created ?b,?a actedIn ?b
?c hasAcademicAdvisor ?a   ?c wasBornIn ?b,?a wasBornIn ?b
?c owns ?a   ?c isLocatedIn ?b,?a isLocatedIn ?b
?c hasChild ?a   ?c hasChild ?b,?a influences ?b
?c isMarriedTo ?a   ?c wroteMusicFor ?b,?a wroteMusicFor ?b
?a playsFor ?c   ?c owns ?b,?a playsFor ?b
?a hasCapital ?c   ?c isLocatedIn ?b,?a hasCapital ?b
?c isAffiliatedTo ?a   ?c isAffiliatedTo ?b,?a isAffiliatedTo ?b
?c hasCapital ?a   ?b isLocatedIn ?c,?a isLocatedIn ?b
?a hasAcademicAdvisor ?c   ?c isCitizenOf ?b,?a isCitizenOf ?b
?a happenedIn ?c   ?b dealsWith ?c,?a isLocatedIn ?b
?a wasBornIn ?c   ?b wasBornIn ?c,?a hasChild ?b
?c hasNeighbor ?a   ?c dealsWith ?b,?a dealsWith ?b
?c isAffiliatedTo ?a   ?c isPoliticianOf ?b,?a isLocatedIn ?b
?a isLocatedIn ?c   ?c isLocatedIn ?b,?a hasCapital ?b
?c hasChild ?a   ?c worksAt ?b,?a isLeaderOf ?b
?c influences ?a   ?c isPoliticianOf ?b,?a isPoliticianOf ?b
?c isCitizenOf ?a   ?c diedIn ?b,?a hasCapital ?b
?a influences ?c   ?c worksAt ?b,?a graduatedFrom ?b
?c influences ?a   ?c actedIn ?b,?a actedIn ?b
?a worksAt ?c   ?c isLocatedIn ?b,?a isCitizenOf ?b
?a livesIn ?c   ?b isCitizenOf ?c,?a hasAcademicAdvisor ?b
?a created ?c   ?c hasGender ?b,?a hasGender ?b
?a edited ?b,?a directed ?b
?a created ?c   ?b created ?c,?a hasChild ?b
?a hasAcademicAdvisor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a dealsWith ?c   ?c owns ?b,?a owns ?b
?a hasChild ?c   ?c livesIn ?b,?a livesIn ?b
?a wasBornIn ?c   ?c owns ?b,?a playsFor ?b
?c isMarriedTo ?a   ?c isAffiliatedTo ?b,?a created ?b
?a hasChild ?c   ?c actedIn ?b,?a directed ?b
?c dealsWith ?a   ?c exports ?b,?a exports ?b
?a isLeaderOf ?b,?a wasBornIn ?b
?a hasNeighbor ?c   ?c imports ?b,?a imports ?b
?a isCitizenOf ?c   ?c dealsWith ?b,?a isCitizenOf ?b
?a created ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a hasChild ?c   ?b influences ?c,?a hasChild ?b
?a imports ?c   ?b imports ?c,?a dealsWith ?b
?c hasAcademicAdvisor ?a   ?c hasAcademicAdvisor ?b,?a isMarriedTo ?b
?c hasChild ?a   ?b isMarriedTo ?c,?a hasChild ?b
?a isAffiliatedTo ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a influences ?c   ?c influences ?b,?a influences ?b
?c isLeaderOf ?a   ?c isLeaderOf ?b,?a hasCapital ?b
?a wasBornIn ?c   ?b hasCapital ?c,?a isLeaderOf ?b
?c isMarriedTo ?a   ?c directed ?b,?a directed ?b
?a isKnownFor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?c dealsWith ?a   ?b dealsWith ?c,?a hasNeighbor ?b
?a hasChild ?c   ?b isMarriedTo ?c,?a isMarriedTo ?b
?a influences ?c   ?c wasBornIn ?b,?a diedIn ?b
?a isPoliticianOf ?c   ?b isLeaderOf ?c,?a hasChild ?b
?a playsFor ?c   ?c isLocatedIn ?b,?a diedIn ?b
?c participatedIn ?a   ?c hasNeighbor ?b,?a happenedIn ?b
?a influences ?c   ?c worksAt ?b,?a worksAt ?b
?a graduatedFrom ?c   ?c isLocatedIn ?b,?a livesIn ?b
?c influences ?a   ?c graduatedFrom ?b,?a worksAt ?b
?a livesIn ?c   ?b isLocatedIn ?c,?a isAffiliatedTo ?b
?a isAffiliatedTo ?c   ?b owns ?c,?a playsFor ?b
?a isAffiliatedTo ?c   ?b isAffiliatedTo ?c,?a hasChild ?b
?c isLocatedIn ?a   ?b isConnectedTo ?c,?a isConnectedTo ?b
?a graduatedFrom ?c   ?c isLocatedIn ?b,?a isLeaderOf ?b
?a wasBornIn ?c   ?c isLocatedIn ?b,?a livesIn ?b
?a livesIn ?c   ?c isLocatedIn ?b,?a isCitizenOf ?b
?a isMarriedTo ?c   ?c wasBornIn ?b,?a wasBornIn ?b
?a isLeaderOf ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a isAffiliatedTo ?c   ?c isLocatedIn ?b,?a isPoliticianOf ?b
?c influences ?a   ?c isCitizenOf ?b,?a isCitizenOf ?b
?a isPoliticianOf ?c   ?b isPoliticianOf ?c,?a hasChild ?b
?a participatedIn ?c   ?b participatedIn ?c,?a hasNeighbor ?b
?a owns ?c   ?c isLocatedIn ?b,?a owns ?b
?c dealsWith ?a   ?b isLocatedIn ?c,?a participatedIn ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a isMarriedTo ?b
?a isLeaderOf ?c   ?b isLocatedIn ?c,?a wasBornIn ?b
?a hasNeighbor ?c   ?c hasNeighbor ?b,?a dealsWith ?b
?a isAffiliatedTo ?c   ?c playsFor ?b,?a isAffiliatedTo ?b
?b hasNeighbor ?a,?a hasNeighbor ?b
?a isAffiliatedTo ?c   ?c isAffiliatedTo ?b,?a isAffiliatedTo ?b
?b isKnownFor ?a,?a isKnownFor ?b
?c hasAcademicAdvisor ?a   ?c isPoliticianOf ?b,?a isCitizenOf ?b
?a influences ?c   ?c isKnownFor ?b,?a influences ?b
?c isMarriedTo ?a   ?b hasChild ?c,?a isMarriedTo ?b
?c hasNeighbor ?a   ?b happenedIn ?c,?a participatedIn ?b
?c happenedIn ?a   ?c happenedIn ?b,?a isLocatedIn ?b
?a isMarriedTo ?c   ?c hasChild ?b,?a isMarriedTo ?b
?c isConnectedTo ?a   ?b isLocatedIn ?c,?a isConnectedTo ?b
?a isAffiliatedTo ?c   ?b isLeaderOf ?c,?a hasChild ?b
?a isLocatedIn ?c   ?b hasCapital ?c,?a isLocatedIn ?b
?a isAffiliatedTo ?c   ?c isLocatedIn ?b,?a wasBornIn ?b
?c playsFor ?a   ?c diedIn ?b,?a isLocatedIn ?b
?c hasChild ?a   ?c diedIn ?b,?a livesIn ?b
?c influences ?a   ?c created ?b,?a directed ?b
?c isLocatedIn ?a   ?c hasCapital ?b,?a hasCapital ?b
?c isMarriedTo ?a   ?c isPoliticianOf ?b,?a livesIn ?b
?a isMarriedTo ?c   ?c diedIn ?b,?a diedIn ?b
?a hasChild ?c   ?c isAffiliatedTo ?b,?a created ?b
?c influences ?a   ?c influences ?b,?a isMarriedTo ?b
?c hasAcademicAdvisor ?a   ?c worksAt ?b,?a worksAt ?b
?a owns ?c   ?c hasCapital ?b,?a owns ?b
?a livesIn ?b,?a isLeaderOf ?b
?a isLocatedIn ?c   ?b isLocatedIn ?c,?a isLocatedIn ?b
?c isMarriedTo ?a   ?c actedIn ?b,?a created ?b
?a isPoliticianOf ?c   ?b isLocatedIn ?c,?a isAffiliatedTo ?b
?a hasCapital ?c   ?b isLocatedIn ?c,?a owns ?b
?a actedIn ?c   ?c isLocatedIn ?b,?a wasBornIn ?b
?a hasChild ?c   ?c diedIn ?b,?a wasBornIn ?b
?a hasAcademicAdvisor ?c   ?c graduatedFrom ?b,?a worksAt ?b
?a influences ?c   ?c livesIn ?b,?a isCitizenOf ?b
?c dealsWith ?a   ?c hasCurrency ?b,?a hasCurrency ?b
?a influences ?c   ?c hasWonPrize ?b,?a hasWonPrize ?b
?a influences ?c   ?c hasGender ?b,?a hasGender ?b
?c hasChild ?a   ?c hasChild ?b,?a hasChild ?b
?a wasBornIn ?b,?a livesIn ?b
?a isAffiliatedTo ?b,?a isLeaderOf ?b
?a wasBornIn ?c   ?b isLocatedIn ?c,?a graduatedFrom ?b
?a livesIn ?c   ?b isLocatedIn ?c,?a livesIn ?b
?a participatedIn ?c   ?c isLocatedIn ?b,?a isLocatedIn ?b
?c isMarriedTo ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a isLocatedIn ?c   ?c hasCapital ?b,?a happenedIn ?b
?c isMarriedTo ?a   ?c actedIn ?b,?a actedIn ?b
?c isLocatedIn ?a   ?b participatedIn ?c,?a isLocatedIn ?b
?a hasAcademicAdvisor ?c   ?b hasAcademicAdvisor ?c,?a hasAcademicAdvisor ?b
?a influences ?c   ?c created ?b,?a created ?b
?c isMarriedTo ?a   ?c wasBornIn ?b,?a wasBornIn ?b
?c edited ?a   ?c isCitizenOf ?b,?a isLocatedIn ?b
?c participatedIn ?a   ?b isLocatedIn ?c,?a isLocatedIn ?b
