Body,Head
?a name ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b
?a spouse ?c   ?c gender ?d   ?b gender ?d,?a successor ?b
?a spouse ?c   ?c father ?d   ?d child ?b,?a successor ?b
?c successor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a predecessor ?b
?a spouse ?c   ?c father ?d   ?b predecessor ?d,?a successor ?b
?a spouse ?c   ?c father ?d   ?b father ?d,?a successor ?b
?a spouse ?c   ?c spouse ?d   ?d successor ?b,?a successor ?b
?a spouse ?c   ?c spouse ?d   ?d predecessor ?b,?a successor ?b
?a spouse ?c   ?c spouse ?d   ?d child ?b,?a successor ?b
?a spouse ?c   ?c spouse ?d   ?b predecessor ?d,?a successor ?b
?a spouse ?c   ?c spouse ?d   ?d spouse ?b,?a successor ?b
?a spouse ?c   ?c spouse ?d   ?b parent ?d,?a successor ?b
?a spouse ?c   ?c spouse ?d   ?b father ?d,?a successor ?b
?a spouse ?c   ?c spouse ?d   ?b mother ?d,?a successor ?b
?a spouse ?c   ?c child ?d   ?d parent ?b,?a successor ?b
?a spouse ?c   ?c spouse ?d   ?b spouse ?d,?a successor ?b
?a spouse ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b
?a spouse ?c   ?c child ?d   ?d predecessor ?b,?a successor ?b
?a spouse ?c   ?c child ?d   ?d successor ?b,?a successor ?b
?a spouse ?c   ?c child ?d   ?b predecessor ?d,?a successor ?b
?a spouse ?c   ?c child ?d   ?d father ?b,?a successor ?b
?a spouse ?c   ?c child ?d   ?b child ?d,?a successor ?b
?a spouse ?c   ?c child ?d   ?b successor ?d,?a successor ?b
?a spouse ?c   ?c parent ?d   ?b predecessor ?d,?a successor ?b
?a spouse ?c   ?c parent ?d   ?d child ?b,?a successor ?b
?a spouse ?c   ?c parent ?d   ?b mother ?d,?a successor ?b
?a spouse ?c   ?c parent ?d   ?b father ?d,?a successor ?b
?a spouse ?c   ?c parent ?d   ?b parent ?d,?a successor ?b
?a spouse ?c   ?c mother ?d   ?b mother ?d,?a successor ?b
?a predecessor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b
?a spouse ?c   ?c mother ?d   ?b parent ?d,?a successor ?b
?a spouse ?c   ?c name ?d   ?b parent ?d,?a successor ?b
?a spouse ?c   ?c successor ?d   ?d successor ?b,?a successor ?b
?a spouse ?c   ?c successor ?d   ?d child ?b,?a successor ?b
?a spouse ?c   ?c name ?d   ?b name ?d,?a successor ?b
?a spouse ?c   ?c successor ?d   ?d predecessor ?b,?a successor ?b
?a spouse ?c   ?c successor ?d   ?d parent ?b,?a successor ?b
?a spouse ?c   ?c successor ?d   ?b predecessor ?d,?a successor ?b
?a spouse ?c   ?c successor ?d   ?b parent ?d,?a successor ?b
?a spouse ?c   ?c name ?d   ?d child ?b,?a successor ?b
?a spouse ?c   ?c successor ?d   ?b father ?d,?a successor ?b
?a spouse ?c   ?c successor ?d   ?b successor ?d,?a successor ?b
?a spouse ?c   ?c predecessor ?d   ?d spouse ?b,?a successor ?b
?a spouse ?c   ?c predecessor ?d   ?d successor ?b,?a successor ?b
?a spouse ?c   ?c predecessor ?d   ?b predecessor ?d,?a successor ?b
?a spouse ?c   ?c predecessor ?d   ?b spouse ?d,?a successor ?b
?a spouse ?c   ?c predecessor ?d   ?b parent ?d,?a successor ?b
?a successor ?c   ?c parent ?d   ?d child ?b,?a successor ?b
?a successor ?c   ?c parent ?d   ?d successor ?b,?a successor ?b
?a successor ?c   ?c parent ?d   ?b parent ?d,?a successor ?b
?a successor ?c   ?c parent ?d   ?b father ?d,?a successor ?b
?a successor ?c   ?c parent ?d   ?b mother ?d,?a successor ?b
?a successor ?c   ?c parent ?d   ?b predecessor ?d,?a successor ?b
?a successor ?c   ?c name ?d   ?d name ?b,?a successor ?b
?a spouse ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a predecessor ?b
?a successor ?c   ?c name ?d   ?b name ?d,?a successor ?b
?a successor ?c   ?c father ?d   ?d child ?b,?a successor ?b
?a successor ?c   ?c father ?d   ?d successor ?b,?a successor ?b
?a successor ?c   ?c father ?d   ?b father ?d,?a successor ?b
?a successor ?c   ?c father ?d   ?b parent ?d,?a successor ?b
?a successor ?c   ?c father ?d   ?b predecessor ?d,?a successor ?b
?a successor ?c   ?c mother ?d   ?d successor ?b,?a successor ?b
?a successor ?c   ?c gender ?d   ?b gender ?d,?a successor ?b
?a successor ?c   ?c mother ?d   ?d child ?b,?a successor ?b
?a successor ?c   ?c mother ?d   ?b mother ?d,?a successor ?b
?a successor ?c   ?c mother ?d   ?b predecessor ?d,?a successor ?b
?a successor ?c   ?c mother ?d   ?b parent ?d,?a successor ?b
?a successor ?c   ?c successor ?d   ?d predecessor ?b,?a successor ?b
?a successor ?c   ?c successor ?d   ?d parent ?b,?a successor ?b
?a successor ?c   ?c successor ?d   ?d father ?b,?a successor ?b
?a successor ?c   ?c successor ?d   ?d mother ?b,?a successor ?b
?a successor ?c   ?c successor ?d   ?d spouse ?b,?a successor ?b
?a successor ?c   ?c successor ?d   ?b child ?d,?a successor ?b
?a successor ?c   ?c successor ?d   ?b predecessor ?d,?a successor ?b
?a successor ?c   ?c successor ?d   ?b spouse ?d,?a successor ?b
?a successor ?c   ?c child ?d   ?d parent ?b,?a successor ?b
?a successor ?c   ?c child ?d   ?d father ?b,?a successor ?b
?a successor ?c   ?c child ?d   ?d predecessor ?b,?a successor ?b
?a successor ?c   ?c child ?d   ?d mother ?b,?a successor ?b
?a successor ?c   ?c child ?d   ?b child ?d,?a successor ?b
?a successor ?c   ?c child ?d   ?b successor ?d,?a successor ?b
?a successor ?c   ?c predecessor ?d   ?d successor ?b,?a successor ?b
?a successor ?c   ?c predecessor ?d   ?d child ?b,?a successor ?b
?a successor ?c   ?c predecessor ?d   ?d predecessor ?b,?a successor ?b
?a successor ?c   ?c predecessor ?d   ?d spouse ?b,?a successor ?b
?a successor ?c   ?c predecessor ?d   ?b predecessor ?d,?a successor ?b
?a successor ?c   ?c predecessor ?d   ?b father ?d,?a successor ?b
?a successor ?c   ?c predecessor ?d   ?b parent ?d,?a successor ?b
?a successor ?c   ?c predecessor ?d   ?b spouse ?d,?a successor ?b
?a successor ?c   ?c predecessor ?d   ?b mother ?d,?a successor ?b
?a successor ?c   ?c predecessor ?d   ?b successor ?d,?a successor ?b
?a marriedTo ?c   ?c marriedTo ?d   ?d successor ?b,?a successor ?b
?a marriedTo ?c   ?c marriedTo ?d   ?b predecessor ?d,?a successor ?b
?a marriedTo ?c   ?c marriedTo ?d   ?d child ?b,?a successor ?b
?a successor ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b
?a marriedTo ?c   ?c marriedTo ?d   ?b parent ?d,?a successor ?b
?a marriedTo ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b
?a successor ?c   ?c spouse ?d   ?d successor ?b,?a successor ?b
?a successor ?c   ?c spouse ?d   ?d spouse ?b,?a successor ?b
?a successor ?c   ?c spouse ?d   ?d child ?b,?a successor ?b
?a successor ?c   ?c spouse ?d   ?d predecessor ?b,?a successor ?b
?a successor ?c   ?c spouse ?d   ?b predecessor ?d,?a successor ?b
?a successor ?c   ?c spouse ?d   ?b successor ?d,?a successor ?b
?a child ?c   ?c parent ?d   ?d successor ?b,?a successor ?b
?a hasSpouse ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a predecessor ?b
?a successor ?c   ?c spouse ?d   ?b spouse ?d,?a successor ?b
?a child ?c   ?c parent ?d   ?d child ?b,?a successor ?b
?a child ?c   ?c parent ?d   ?b predecessor ?d,?a successor ?b
?a child ?c   ?c parent ?d   ?b father ?d,?a successor ?b
?a child ?c   ?c parent ?d   ?d spouse ?b,?a successor ?b
?a child ?c   ?c parent ?d   ?b mother ?d,?a successor ?b
?a child ?c   ?c parent ?d   ?b parent ?d,?a successor ?b
?a child ?c   ?c parent ?d   ?b spouse ?d,?a successor ?b
?a child ?c   ?c child ?d   ?d parent ?b,?a successor ?b
?a child ?c   ?c child ?d   ?d father ?b,?a successor ?b
?a child ?c   ?c child ?d   ?d predecessor ?b,?a successor ?b
?a child ?c   ?c child ?d   ?d mother ?b,?a successor ?b
?a child ?c   ?c child ?d   ?b successor ?d,?a successor ?b
?a child ?c   ?c child ?d   ?b child ?d,?a successor ?b
?a child ?c   ?c spouse ?d   ?d child ?b,?a successor ?b
?a child ?c   ?c spouse ?d   ?d spouse ?b,?a successor ?b
?a child ?c   ?c spouse ?d   ?d successor ?b,?a successor ?b
?a child ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a predecessor ?b
?a child ?c   ?c spouse ?d   ?b predecessor ?d,?a successor ?b
?a child ?c   ?c spouse ?d   ?b successor ?d,?a successor ?b
?a child ?c   ?c spouse ?d   ?b spouse ?d,?a successor ?b
?a child ?c   ?c mother ?d   ?d successor ?b,?a successor ?b
?a child ?c   ?c mother ?d   ?d child ?b,?a successor ?b
?a child ?c   ?c mother ?d   ?b mother ?d,?a successor ?b
?a child ?c   ?c mother ?d   ?b predecessor ?d,?a successor ?b
?a child ?c   ?c mother ?d   ?b parent ?d,?a successor ?b
?a name ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b
?a child ?c   ?c mother ?d   ?b spouse ?d,?a successor ?b
?a child ?c   ?c predecessor ?d   ?d child ?b,?a successor ?b
?a child ?c   ?c predecessor ?d   ?d successor ?b,?a successor ?b
?a child ?c   ?c predecessor ?d   ?d predecessor ?b,?a successor ?b
?a child ?c   ?c predecessor ?d   ?b predecessor ?d,?a successor ?b
?a child ?c   ?c predecessor ?d   ?b parent ?d,?a successor ?b
?a child ?c   ?c predecessor ?d   ?b mother ?d,?a successor ?b
?a child ?c   ?c predecessor ?d   ?b father ?d,?a successor ?b
?a child ?c   ?c predecessor ?d   ?b successor ?d,?a successor ?b
?a child ?c   ?c predecessor ?d   ?b spouse ?d,?a successor ?b
?a child ?c   ?c father ?d   ?d successor ?b,?a successor ?b
?a child ?c   ?c father ?d   ?d child ?b,?a successor ?b
?a child ?c   ?c father ?d   ?b predecessor ?d,?a successor ?b
?a child ?c   ?c gender ?d   ?b gender ?d,?a successor ?b
?a child ?c   ?c father ?d   ?b father ?d,?a successor ?b
?a child ?c   ?c father ?d   ?b parent ?d,?a successor ?b
?a child ?c   ?c successor ?d   ?d parent ?b,?a successor ?b
?a child ?c   ?c successor ?d   ?d predecessor ?b,?a successor ?b
?a child ?c   ?c successor ?d   ?d father ?b,?a successor ?b
?a child ?c   ?c successor ?d   ?b successor ?d,?a successor ?b
?a child ?c   ?c successor ?d   ?b child ?d,?a successor ?b
?a child ?c   ?c name ?d   ?b name ?d,?a successor ?b
?a parent ?c   ?c spouse ?d   ?d child ?b,?a successor ?b
?a parent ?c   ?c spouse ?d   ?b parent ?d,?a successor ?b
?a parent ?c   ?c child ?d   ?d successor ?b,?a successor ?b
?a parent ?c   ?c child ?d   ?d predecessor ?b,?a successor ?b
?a parent ?c   ?c child ?d   ?d child ?b,?a successor ?b
?a parent ?c   ?c child ?d   ?d spouse ?b,?a successor ?b
?a parent ?c   ?c child ?d   ?b predecessor ?d,?a successor ?b
?a parent ?c   ?c child ?d   ?b parent ?d,?a successor ?b
?a parent ?c   ?c child ?d   ?b father ?d,?a successor ?b
?a parent ?c   ?c child ?d   ?b mother ?d,?a successor ?b
?a parent ?c   ?c child ?d   ?b spouse ?d,?a successor ?b
?a parent ?c   ?c successor ?d   ?d successor ?b,?a successor ?b
?a parent ?c   ?c child ?d   ?b successor ?d,?a successor ?b
?a parent ?c   ?c successor ?d   ?d child ?b,?a successor ?b
?a parent ?c   ?c successor ?d   ?b predecessor ?d,?a successor ?b
?a parent ?c   ?c successor ?d   ?b parent ?d,?a successor ?b
?a parent ?c   ?c successor ?d   ?b father ?d,?a successor ?b
?a parent ?c   ?c successor ?d   ?b mother ?d,?a successor ?b
?a parent ?c   ?c gender ?d   ?b gender ?d,?a successor ?b
?a father ?c   ?c spouse ?d   ?d child ?b,?a successor ?b
?a father ?c   ?c successor ?d   ?d successor ?b,?a successor ?b
?a successor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b
?a father ?c   ?c successor ?d   ?d child ?b,?a successor ?b
?a father ?c   ?c successor ?d   ?b predecessor ?d,?a successor ?b
?a father ?c   ?c successor ?d   ?b parent ?d,?a successor ?b
?a father ?c   ?c successor ?d   ?b mother ?d,?a successor ?b
?a father ?c   ?c successor ?d   ?b father ?d,?a successor ?b
?a father ?c   ?c child ?d   ?d successor ?b,?a successor ?b
?a father ?c   ?c child ?d   ?d child ?b,?a successor ?b
?a father ?c   ?c child ?d   ?b predecessor ?d,?a successor ?b
?a father ?c   ?c child ?d   ?b parent ?d,?a successor ?b
?a father ?c   ?c child ?d   ?b father ?d,?a successor ?b
?a parent ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b
?c parent ?a   ?c father ?d   ?d successor ?b,?a successor ?b
?a father ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b
?c parent ?a   ?c father ?d   ?d child ?b,?a successor ?b
?c parent ?a   ?c father ?d   ?b predecessor ?d,?a successor ?b
?a father ?c   ?c gender ?d   ?b gender ?d,?a successor ?b
?c parent ?a   ?c father ?d   ?b father ?d,?a successor ?b
?c parent ?a   ?c father ?d   ?b parent ?d,?a successor ?b
?a spouse ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b
?c parent ?a   ?c spouse ?d   ?d successor ?b,?a successor ?b
?c parent ?a   ?c spouse ?d   ?d spouse ?b,?a successor ?b
?c parent ?a   ?c spouse ?d   ?b predecessor ?d,?a successor ?b
?c parent ?a   ?c spouse ?d   ?b spouse ?d,?a successor ?b
?c parent ?a   ?c successor ?d   ?d predecessor ?b,?a successor ?b
?c parent ?a   ?c successor ?d   ?d parent ?b,?a successor ?b
?c parent ?a   ?c successor ?d   ?d father ?b,?a successor ?b
?c parent ?a   ?c successor ?d   ?d mother ?b,?a successor ?b
?c parent ?a   ?c successor ?d   ?b successor ?d,?a successor ?b
?c parent ?a   ?c successor ?d   ?b child ?d,?a successor ?b
?c parent ?a   ?c mother ?d   ?d successor ?b,?a successor ?b
?c parent ?a   ?c mother ?d   ?d child ?b,?a successor ?b
?c parent ?a   ?c mother ?d   ?b mother ?d,?a successor ?b
?c parent ?a   ?c mother ?d   ?b parent ?d,?a successor ?b
?c parent ?a   ?c mother ?d   ?b predecessor ?d,?a successor ?b
?c parent ?a   ?c gender ?d   ?b gender ?d,?a successor ?b
?c parent ?a   ?c parent ?d   ?d successor ?b,?a successor ?b
?c parent ?a   ?c parent ?d   ?d child ?b,?a successor ?b
?c parent ?a   ?c parent ?d   ?d predecessor ?b,?a successor ?b
?c parent ?a   ?c parent ?d   ?d spouse ?b,?a successor ?b
?c parent ?a   ?c parent ?d   ?b predecessor ?d,?a successor ?b
?c parent ?a   ?c parent ?d   ?b parent ?d,?a successor ?b
?c parent ?a   ?c parent ?d   ?b mother ?d,?a successor ?b
?c parent ?a   ?c parent ?d   ?b father ?d,?a successor ?b
?c parent ?a   ?c parent ?d   ?b spouse ?d,?a successor ?b
?c parent ?a   ?c child ?d   ?d parent ?b,?a successor ?b
?c parent ?a   ?c child ?d   ?d predecessor ?b,?a successor ?b
?c parent ?a   ?c child ?d   ?d mother ?b,?a successor ?b
?c parent ?a   ?c child ?d   ?d father ?b,?a successor ?b
?c parent ?a   ?c child ?d   ?b successor ?d,?a successor ?b
?c parent ?a   ?c child ?d   ?b child ?d,?a successor ?b
?c parent ?a   ?c child ?d   ?b predecessor ?d,?a successor ?b
?c parent ?a   ?c name ?d   ?d name ?b,?a successor ?b
?c parent ?a   ?c predecessor ?d   ?d successor ?b,?a successor ?b
?c parent ?a   ?c name ?d   ?b name ?d,?a successor ?b
?c parent ?a   ?c predecessor ?d   ?d child ?b,?a successor ?b
?c parent ?a   ?c predecessor ?d   ?d predecessor ?b,?a successor ?b
?c parent ?a   ?c predecessor ?d   ?d parent ?b,?a successor ?b
?c parent ?a   ?c predecessor ?d   ?b predecessor ?d,?a successor ?b
?c parent ?a   ?c predecessor ?d   ?b parent ?d,?a successor ?b
?c parent ?a   ?c predecessor ?d   ?b father ?d,?a successor ?b
?c parent ?a   ?c predecessor ?d   ?b mother ?d,?a successor ?b
?c parent ?a   ?c predecessor ?d   ?b successor ?d,?a successor ?b
?c parent ?a   ?c predecessor ?d   ?b spouse ?d,?a successor ?b
?c name ?a   ?c name ?d   ?d successor ?b,?a successor ?b
?c name ?a   ?c name ?d   ?b predecessor ?d,?a successor ?b
?c name ?a   ?c name ?d   ?d child ?b,?a successor ?b
?c name ?a   ?c name ?d   ?b parent ?d,?a successor ?b
?c parent ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b
?c name ?a   ?c gender ?d   ?b gender ?d,?a successor ?b
?c child ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a predecessor ?b
?c spouse ?a   ?c spouse ?d   ?d successor ?b,?a successor ?b
?c spouse ?a   ?c spouse ?d   ?d child ?b,?a successor ?b
?c spouse ?a   ?c spouse ?d   ?d predecessor ?b,?a successor ?b
?a child ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b
?c spouse ?a   ?c spouse ?d   ?b predecessor ?d,?a successor ?b
?c name ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b
?c spouse ?a   ?c spouse ?d   ?d spouse ?b,?a successor ?b
?c spouse ?a   ?c spouse ?d   ?b father ?d,?a successor ?b
?c spouse ?a   ?c spouse ?d   ?b mother ?d,?a successor ?b
?c spouse ?a   ?c spouse ?d   ?b parent ?d,?a successor ?b
?c spouse ?a   ?c father ?d   ?d child ?b,?a successor ?b
?c spouse ?a   ?c father ?d   ?b father ?d,?a successor ?b
?c spouse ?a   ?c spouse ?d   ?b spouse ?d,?a successor ?b
?c spouse ?a   ?c father ?d   ?b predecessor ?d,?a successor ?b
?c spouse ?a   ?c father ?d   ?b parent ?d,?a successor ?b
?c spouse ?a   ?c name ?d   ?b parent ?d,?a successor ?b
?c spouse ?a   ?c name ?d   ?d child ?b,?a successor ?b
?c spouse ?a   ?c name ?d   ?b mother ?d,?a successor ?b
?c spouse ?a   ?c name ?d   ?b name ?d,?a successor ?b
?c spouse ?a   ?c gender ?d   ?b gender ?d,?a successor ?b
?c spouse ?a   ?c parent ?d   ?d successor ?b,?a successor ?b
?c spouse ?a   ?c parent ?d   ?d child ?b,?a successor ?b
?c spouse ?a   ?c parent ?d   ?b father ?d,?a successor ?b
?c spouse ?a   ?c parent ?d   ?b parent ?d,?a successor ?b
?c spouse ?a   ?c parent ?d   ?b mother ?d,?a successor ?b
?c spouse ?a   ?c parent ?d   ?b predecessor ?d,?a successor ?b
?c spouse ?a   ?c mother ?d   ?b mother ?d,?a successor ?b
?c spouse ?a   ?c mother ?d   ?b parent ?d,?a successor ?b
?c spouse ?a   ?c successor ?d   ?d predecessor ?b,?a successor ?b
?c spouse ?a   ?c successor ?d   ?d successor ?b,?a successor ?b
?c spouse ?a   ?c successor ?d   ?d parent ?b,?a successor ?b
?c spouse ?a   ?c successor ?d   ?d child ?b,?a successor ?b
?c spouse ?a   ?c successor ?d   ?d father ?b,?a successor ?b
?c spouse ?a   ?c successor ?d   ?b successor ?d,?a successor ?b
?a father ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b
?c spouse ?a   ?c successor ?d   ?b predecessor ?d,?a successor ?b
?c spouse ?a   ?c successor ?d   ?b child ?d,?a successor ?b
?c spouse ?a   ?c successor ?d   ?b parent ?d,?a successor ?b
?c spouse ?a   ?c predecessor ?d   ?d spouse ?b,?a successor ?b
?c spouse ?a   ?c predecessor ?d   ?d successor ?b,?a successor ?b
?c spouse ?a   ?c predecessor ?d   ?d child ?b,?a successor ?b
?c spouse ?a   ?c predecessor ?d   ?b predecessor ?d,?a successor ?b
?c spouse ?a   ?c predecessor ?d   ?b spouse ?d,?a successor ?b
?c spouse ?a   ?c predecessor ?d   ?b parent ?d,?a successor ?b
?c spouse ?a   ?c child ?d   ?d predecessor ?b,?a successor ?b
?c spouse ?a   ?c child ?d   ?d successor ?b,?a successor ?b
?c spouse ?a   ?c child ?d   ?d parent ?b,?a successor ?b
?c spouse ?a   ?c child ?d   ?d father ?b,?a successor ?b
?c spouse ?a   ?c child ?d   ?b successor ?d,?a successor ?b
?c spouse ?a   ?c child ?d   ?b predecessor ?d,?a successor ?b
?c spouse ?a   ?c child ?d   ?b child ?d,?a successor ?b
?a mother ?c   ?c successor ?d   ?d successor ?b,?a successor ?b
?a mother ?c   ?c spouse ?d   ?d child ?b,?a successor ?b
?a mother ?c   ?c successor ?d   ?d child ?b,?a successor ?b
?a mother ?c   ?c successor ?d   ?b predecessor ?d,?a successor ?b
?a mother ?c   ?c successor ?d   ?b parent ?d,?a successor ?b
?a mother ?c   ?c successor ?d   ?b father ?d,?a successor ?b
?a mother ?c   ?c child ?d   ?d successor ?b,?a successor ?b
?a mother ?c   ?c child ?d   ?d child ?b,?a successor ?b
?a mother ?c   ?c child ?d   ?b predecessor ?d,?a successor ?b
?a mother ?c   ?c child ?d   ?b father ?d,?a successor ?b
?a mother ?c   ?c gender ?d   ?b gender ?d,?a successor ?b
?a mother ?c   ?c child ?d   ?b parent ?d,?a successor ?b
?a mother ?c   ?c child ?d   ?b successor ?d,?a successor ?b
?c child ?a   ?c name ?d   ?d child ?b,?a successor ?b
?c child ?a   ?c child ?d   ?d successor ?b,?a successor ?b
?c child ?a   ?c child ?d   ?d child ?b,?a successor ?b
?c spouse ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b
?a mother ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b
?c child ?a   ?c child ?d   ?d predecessor ?b,?a successor ?b
?c child ?a   ?c child ?d   ?b predecessor ?d,?a successor ?b
?c child ?a   ?c child ?d   ?d spouse ?b,?a successor ?b
?c child ?a   ?c child ?d   ?b father ?d,?a successor ?b
?c child ?a   ?c child ?d   ?b parent ?d,?a successor ?b
?c child ?a   ?c child ?d   ?b spouse ?d,?a successor ?b
?c child ?a   ?c child ?d   ?b mother ?d,?a successor ?b
?c child ?a   ?c child ?d   ?b successor ?d,?a successor ?b
?c child ?a   ?c spouse ?d   ?d child ?b,?a successor ?b
?c child ?a   ?c spouse ?d   ?d successor ?b,?a successor ?b
?c child ?a   ?c spouse ?d   ?b parent ?d,?a successor ?b
?c name ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b
?c child ?a   ?c spouse ?d   ?b mother ?d,?a successor ?b
?c child ?a   ?c spouse ?d   ?b father ?d,?a successor ?b
?c child ?a   ?c spouse ?d   ?b predecessor ?d,?a successor ?b
?c child ?a   ?c successor ?d   ?d successor ?b,?a successor ?b
?c child ?a   ?c successor ?d   ?d child ?b,?a successor ?b
?c child ?a   ?c successor ?d   ?b parent ?d,?a successor ?b
?c child ?a   ?c successor ?d   ?b predecessor ?d,?a successor ?b
?c child ?a   ?c successor ?d   ?b father ?d,?a successor ?b
?c successor ?a   ?c parent ?d   ?d child ?b,?a successor ?b
?c successor ?a   ?c parent ?d   ?b parent ?d,?a successor ?b
?a parent ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b
?c successor ?a   ?c successor ?d   ?d child ?b,?a successor ?b
?c child ?a   ?c gender ?d   ?b gender ?d,?a successor ?b
?c successor ?a   ?c successor ?d   ?d predecessor ?b,?a successor ?b
?c successor ?a   ?c successor ?d   ?d spouse ?b,?a successor ?b
?c successor ?a   ?c successor ?d   ?b predecessor ?d,?a successor ?b
?c successor ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a successor ?b
?c successor ?a   ?c successor ?d   ?b parent ?d,?a successor ?b
?c successor ?a   ?c successor ?d   ?b father ?d,?a successor ?b
?c successor ?a   ?c successor ?d   ?b mother ?d,?a successor ?b
?c successor ?a   ?c predecessor ?d   ?d successor ?b,?a successor ?b
?c successor ?a   ?c successor ?d   ?b spouse ?d,?a successor ?b
?c successor ?a   ?c predecessor ?d   ?d child ?b,?a successor ?b
?c successor ?a   ?c predecessor ?d   ?d predecessor ?b,?a successor ?b
?c successor ?a   ?c predecessor ?d   ?b predecessor ?d,?a successor ?b
?c successor ?a   ?c predecessor ?d   ?b parent ?d,?a successor ?b
?c successor ?a   ?c predecessor ?d   ?b successor ?d,?a successor ?b
?c successor ?a   ?c predecessor ?d   ?b father ?d,?a successor ?b
?c successor ?a   ?c spouse ?d   ?d successor ?b,?a successor ?b
?c successor ?a   ?c spouse ?d   ?d child ?b,?a successor ?b
?c successor ?a   ?c spouse ?d   ?b parent ?d,?a successor ?b
?c successor ?a   ?c spouse ?d   ?b mother ?d,?a successor ?b
?a mother ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a successor ?b
?c successor ?a   ?c spouse ?d   ?b predecessor ?d,?a successor ?b
?c successor ?a   ?c child ?d   ?d successor ?b,?a successor ?b
?c successor ?a   ?c child ?d   ?d child ?b,?a successor ?b
?c successor ?a   ?c child ?d   ?d predecessor ?b,?a successor ?b
?c successor ?a   ?c child ?d   ?d spouse ?b,?a successor ?b
?c successor ?a   ?c child ?d   ?b predecessor ?d,?a successor ?b
?c successor ?a   ?c child ?d   ?b parent ?d,?a successor ?b
?c successor ?a   ?c gender ?d   ?b gender ?d,?a successor ?b
?c successor ?a   ?c child ?d   ?b father ?d,?a successor ?b
?c successor ?a   ?c child ?d   ?b successor ?d,?a successor ?b
?c successor ?a   ?c father ?d   ?b father ?d,?a successor ?b
?c successor ?a   ?c child ?d   ?b child ?d,?a successor ?b
?c successor ?a   ?c mother ?d   ?d child ?b,?a successor ?b
?a mother ?c   ?c parent ?d   ?d successor ?b,?a mother ?b
?a mother ?c   ?c parent ?d   ?d child ?b,?a mother ?b
?a child ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a predecessor ?b
?a mother ?c   ?c parent ?d   ?b parent ?d,?a mother ?b
?a mother ?c   ?c parent ?d   ?b father ?d,?a mother ?b
?a mother ?c   ?c parent ?d   ?b predecessor ?d,?a mother ?b
?a mother ?c   ?c parent ?d   ?b mother ?d,?a mother ?b
?a mother ?c   ?c father ?d   ?d successor ?b,?a mother ?b
?a mother ?c   ?c father ?d   ?d child ?b,?a mother ?b
